Title,Description,Blurb,Language,Average Rating,Number of Ratings,Category,Series,Image URL,Authors,Narrators,Duration,Format,URL,Book ID,MP3 Identifier,Epub Identifier
Helgonet,"Carin Gerhardsens kriminalromaner om teamet vid Hammarbypolisen präglas av gediget intrigbygge, Stockholmskänsla med sinne för detaljer och ett persongalleri som engagerar och stannar länge i minnet.

""Gud är god. I natt vill Gud oss väl."" Det är vad den högt älskade och respekterade familjefadern Sven-Gunnar Erlandsson tänker när han segnar ner under den mäktiga augustimånen, skjuten med ett skott i nacken efter en krogkväll i glada vänners lag.

Det är semestertider, men kriminalkommissarie Conny Sjöberg kallar samman arbetslaget med Sandén, Hamad och Westman från Gerhardsens tidigare böcker. Styrkan har dessutom utökats med två nya förmågor. Den charmige rockaren Odd Andersson, känd från tv, och den oberäkneliga Hedvig Gerdin, som nyligen återvänt till Sverige efter trettio år som diplomathustru.

Vem kunde önska livet ur Erlandsson? Enligt alla källor en varm och generös människa, med religiöst patos och ett brinnande intresse för barn- och ungdomsfotboll. Dessutom med ett stort engagemang för samhällets utstötta.

Det enda man har att gå på är en uppblött papperslapp med utfluten text och en uppsättning spelkort man funnit i offrets ficka. Kan mordet ha med poker att göra? Var Erlandsson en fuskare som gått för långt och avrättades med en kula i huvudet? Eller var han ett offer för någon av de människospillror han brukade besöka i husvagnsgettot i Huddingeskogen, och så generöst dela med sig av sitt överflöd till?

Utredningen leder Hammarbypoliserna ut på en resa till skräckinjagande platser i mörkaste skogen, till ett hillbilly-Sverige de aldrig tidigare stött på, till andra sidan jordklotet och till de svartaste delarna av människans själ.","Carin Gerhardsens kriminalromaner om teamet vid Hammarbypolisen präglas av gediget intrigbygge, Stockholmskänsla med sinne för detaljer och ett persongalleri som engagerar och stannar länge i minnet. ""Gud är god. I natt vill Gud oss väl."" Det är vad den högt älskade och respekterade familjefadern S",sv,4.180999180999181,1221,Crime,Hammarbyserien,https://images.nextory.com/9789113039077.jpg?fit=clip&auto=format&w={$width},Carin Gerhardsen,,35179 secs,"hls, epub",https://www.nextory.com/se/book/helgonet-2605353?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2605353,10030135,10030516
Den fjärde kretsen,"Viktor Larsson har lämnat sambo, lägenhet och ett ohyggligt minne för sitt drömjobb på FN i New York. Tillsammans med en erfaren utredare, Stella Carter, undersöker de korruptionsanklagelser mot ett FN-lett projekt i Bosnien. Jakten på ledtrådar tar dem från Sarajevo och Wien till en ö i Medelhavet. Ju närmare sanningen de kommer ju farligare blir uppdraget. Kan Viktors vittrande psyke och Stellas dunkla förflutna överleva i en värld där pengar är viktigare än ett människoliv?

Samtidigt följer två agenter, Anaïs Vidkvist och Isak Yoash, från en hemlig del av det svenska försvaret ett annat spår. En svensk konvoj i Afghanistan har nästan utplånats, med förluster ända upp i regeringen. De ansvariga ska hittas, till varje pris.

Ett oundvikligt möte leder till en oväntad allians och en jakt inleds på en gemensam och besinningslös motståndare. En jakt som tvingar till självrannsakan och svåra moraliska val. En jakt som kräver offer. En jakt som kräver allt.","Viktor Larsson har lämnat sambo, lägenhet och ett ohyggligt minne för sitt drömjobb på FN i New York. Tillsammans med en erfaren utredare, Stella Carter, undersöker de korruptionsanklagelser mot ett FN-lett projekt i Bosnien. Jakten på ledtrådar tar dem från Sarajevo och Wien till en ö i Medelhavet.",sv,3.647921760391198,409,Crime,,https://images.nextory.com/9789180312998.jpg?fit=clip&auto=format&w={$width},Henrik Brandt-Hansen,Reine Brynolfsson,71980 secs,"hls, epub",https://www.nextory.com/se/book/den-fjärde-kretsen-2995019?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2995019,11888763,11954675
Den omänsklige,"På Sundsvalls sjukhus blir Nathalie Svensson larmad till en ung kvinna som har stängt in sig på sitt rum. Hon hotar att begå självmord. När Nathalie lyckas ta sig in i rummet står kvinnan på fönsterblecket, redo att hoppa.

Samtidigt hittas en tjugoårig kvinna död i Selångersån, mitt i Sundsvall. Hon är ihjälslagen och dumpad under en bro. Kvinnan har varit spårlöst försvunnen i fyra månader, och när Johan Axberg tar över utredningen inser han att kollegan som utrett försvinnandet har gjort ett uselt jobb.

Det visar sig att det finns ett oväntat samband mellan kvinnan på sjukhuset och den mördade kvinnan i ån. Johan och Nathalie, som äntligen känner sig trygga i sin relation, gräver tillsammans vidare. Och de kommer allt närmare en mördare vars motiv framstår som fullkomligt häpnadsväckande.

Den omänsklige är den åttonde fristående delen i Jonas Moströms populära och prisbelönta deckarserie om psykiatriker Nathalie Svensson och kriminalkommissarie Johan Axberg.","På Sundsvalls sjukhus blir Nathalie Svensson larmad till en ung kvinna som har stängt in sig på sitt rum. Hon hotar att begå självmord. När Nathalie lyckas ta sig in i rummet står kvinnan på fönsterblecket, redo att hoppa. Samtidigt hittas en tjugoårig kvinna död i Selångersån, mitt i Sundsvall. Ho",sv,4.06267332224071,1803,Crime,Nathalie Svensson,https://images.nextory.com/9789113108315.jpg?fit=clip&auto=format&w={$width},Jonas Moström,Marie Richardson,45314 secs,"hls, epub",https://www.nextory.com/se/book/den-omänsklige-2789285?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2789285,10999763,11457377
Ord betalar ingen skuld,"En före detta polis hittas kallblodigt skjuten och brutalt ihjälslagen i sin lägenhet i ett utsatt område i Uppsala. Det är bara en av den senaste tidens många skjutningar i staden. Polisens resurser är sedan länge hårt ansatta och bristen på kvalificerade utredare akut.

För Jennifer Mokvist, utredare vid grova brott, blir fallet ett steg på vägen till att åter fungera som polis efter en längre tids sjukskrivning och arbetsanpassning. I bagaget har hon traumatiska upplevelser från flera år som infiltratör i en mc-klubb. Öppna sår som aldrig tycks vilja läka. Till sin närmaste hjälp får hon mardrömskollegan Klasse, en känslig vardagsbrottsutredare som aldrig tidigare ingått i en mordutredning.

Samtidigt börjar fastighetsmäklaren Stefans trevliga och välordnade liv i Stockholms innerstad att hacka. Någon jävlas med honom. Stjäl hans mäklarskyltar och saboterar allt från visningar till hans äktenskap. Men vem, och varför?

Ord betalar ingen skuld är en gripande kriminalroman om gamla oförrätter som får ödesdigra konsekvenser. Det är första boken om Uppsalapolisen Jennifer Mokvist.","En före detta polis hittas kallblodigt skjuten och brutalt ihjälslagen i sin lägenhet i ett utsatt område i Uppsala. Det är bara en av den senaste tidens många skjutningar i staden. Polisens resurser är sedan länge hårt ansatta och bristen på kvalificerade utredare akut. För Jennifer Mokvist, utred",sv,3.8789954337899544,438,Crime,Jennifer Mokvist,https://images.nextory.com/9789189828353.jpg?fit=clip&auto=format&w={$width},"Håkan Andersson, Peter Jacobson",Jessica Pellegrini,47139 secs,hls,https://www.nextory.com/se/book/ord-betalar-ingen-skuld-4214944?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,4214944,12654624,0
Position okänd,"Hundförare Zarah Tegnér och Micke Roslundh beordras ut på en sökinsats. Två kriminellt belastade ungdomar har flytt från ett SIS-hem på Lovön i Stockholm, mitt i natten. Jakten efter pojkarna tvingar dem att ta svåra beslut som kan komma att riskera hela deras karriärer.

Micke har en svår tid och sörjer förlusten av sin patrullhund Atlas, när han får besked om att han ska få överta en omplacerad schäferhane som heter Keegan. Samtidigt gör Zarah och hennes malinois Ceres ett fynd i skogen som kommer att få oanade konsekvenser.

Nu är det upp till hundarna att nosa reda på sanningen.

Position okänd är den första delen i serien om K9 Hundenheten i Stockholm. Boken dedikeras patrullhunden Keegan som nu jagar bovar och letar efter försvunna personer på de sälla jaktmarkerna.","Hundförare Zarah Tegnér och Micke Roslundh beordras ut på en sökinsats. Två kriminellt belastade ungdomar har flytt från ett SIS-hem på Lovön i Stockholm, mitt i natten. Jakten efter pojkarna tvingar dem att ta svåra beslut som kan komma att riskera hela deras karriärer. Micke har en svår tid och s",sv,4.093607305936073,876,Crime,K9 Hundenheten,https://images.nextory.com/9789180315517.jpg?fit=clip&auto=format&w={$width},"Anna Granlund, Jenny Helldahl",Gunilla Leining,32985 secs,"hls, epub",https://www.nextory.com/se/book/position-okänd-3884375?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,3884375,12475302,12475818
Skärgårdsmorden,"En ny deckare i skärgårdsmiljö av Lars Bill Lundholm – en av manusförfattarna bakom SVT:s succéserie Skärgårdsdoktorn. En trettonårig flicka försvinner på Saxarön i Stockholms skärgård. Hennes cykel hittas i ett igenväxt kärr i öns naturskyddsområde. Snart upptäcks också att en kvinnlig gäst på öns ärevördiga hotell är borta. Semesteridyllen förvandlas till en mardröm. Polisledningen i Stockholm vill att kommissarie Jack Larsson ska leda sökandet efter de två personerna. Han är uppväxt på ön och kan skärgården utan och innan. Men han är utarbetad och planerar att tillbringa semestern med sin dotter, och hjälpa sin pappa att renovera barndomens sommarhus. Motvilligt tar Larsson sig an ärendet. Det dröjer inte länge innan han inser att det finns flera på ön vars intressen hotas av polisutredningen. Kan de två försvinnandena vara sammankopplade? Går en mördare lös på ön?",En ny deckare i skärgårdsmiljö av Lars Bill Lundholm – en av manusförfattarna bakom SVT:s succéserie Skärgårdsdoktorn. En trettonårig flicka försvinner på Saxarön i Stockholms skärgård. Hennes cykel hittas i ett igenväxt kärr i öns naturskyddsområde. Snart upptäcks också att en kvinnlig gäst på öns,sv,3.811034482758621,725,Crime,Skärgårdsmorden,https://images.nextory.com/9789177794806.jpg?fit=clip&auto=format&w={$width},Lars Bill Lundholm,Reine Brynolfsson,42337 secs,"hls, epub",https://www.nextory.com/se/book/skärgårdsmorden-2617170?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2617170,10058997,10060953
Ofärd i huset bor,"I ett vackert hus på Östermalm sjuder konflikterna under ytan. Hyresgästerna till vänster om porten är trångbodda och ser med mörka blickar på de som bor till höger och kan bre ut sig över ett nästan obegränsat antal kvadratmeter. En stöld begås inne på advokatkontoret som håller till i huset och irritationen växer ikapp med skvallret.

Christer Wijk har hittat en annan anledning att hålla sig i grannskapet. Även en damfrisering finns i huset och där jobbar Gudrun. När polisen en dag dyker upp för att undersöka ett plötsligt dödsfall tar Christer Wijk gärna över en del av utredningsarbetet från Stockholmskriminalen.

Maria Lang var under ett par decennier Sveriges odiskutabla deckardrottning och har kallats Sveriges Agatha Christie.",I ett vackert hus på Östermalm sjuder konflikterna under ytan. Hyresgästerna till vänster om porten är trångbodda och ser med mörka blickar på de som bor till höger och kan bre ut sig över ett nästan obegränsat antal kvadratmeter. En stöld begås inne på advokatkontoret som håller till i huset och ir,sv,3.8260869565217392,161,Crime,Maria Lang,https://images.nextory.com/9789113103570.jpg?fit=clip&auto=format&w={$width},Maria Lang,Charlotta Åkerblom,18235 secs,"hls, epub",https://www.nextory.com/se/book/ofärd-i-huset-bor-2695872?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2695872,10487686,10398163
Spionen på FRA 3.0,"”Jag hoppar av. Du och SSI är ansvariga Jag vet det”, säger Anton Modin, dykare och underrättelseagent, till chefen för Sektionen för särskild inhämtning och slänger sin skriftliga uppsägning på bordet. Han har mist sin hustru och sina två barn vid Estonias förlisning och han ger militära SSI skulden för katastrofen.

Fjorton år senare får Anton Modin ledtrådar till en väl bevarad hemlighet. Den svenska marinen har 1982 sänkt en ubåt i Stockholms skärgård. Han bestämmer sig för att söka reda på den. I och med det riskerar han inte bara rikets säkerhet utan blir också lovligt byte för svensk, rysk och amerikansk säkerhetstjänst. Modin lierar sig med Säpos hemligaste enhet och ett gerillakrig bryter ut mellan Säpo och militärens SSI mitt i den idylliska norra Stockholms skärgård under jakten på den i hemlighet sänkta ubåten. Anton Modin söker sanning och upprättelse, men också hämnd för den familj han så tragiskt förlorade.

På grund av sina egna erfarenheter som yrkesmilitär i befattningar som Kustjägare och Viggenpilot, samt djupa inblick i den här verksamheten, har författaren Anders Jallai skrivit en serie nyckelromaner med huvudpersonen Anton Modin, baserade på verkliga händelser under kalla kriget. Spionen på FRA 3.0 är den första boken i serien. Det är en omarbetad och uppdaterad version av originalutgåvan som utkom 2010. Boken gavs ursprungligen ut av Lind & CO och Pocketförlaget.

Röster om Anton Modin-serien:
""Oerhört drivet språk och i samma anda som Guillou, fast bättre"" (Steffo Törnqvist TV4)

""Spännande, trovärdigt och med rejält onda fiender till vår hjälte"" (Joakim Palmkvist, Sydsvenskan)
""Andlöst spännande"" (Anders Wennberg, Gefle Dagblad)
""Spännande, rappt och tankeväckande skrivet"" Bo Hugemark, Kungliga Krigsvetenskapsakademien

""Rasande skickligt skrivet"" (Expressen/GT)
""En djupt initierad och stundom sensationell skildring av underrättelseväsendet"" (Svenska Dagbladet)

”Jallai:s suveränt skickligt sammansatta thriller ligger fast förankrad på min lista över de fem bästa svenska hittills utgivna” (Iwan Morelius, Svenska Deckarakademin)
”Anders Jallai kan i dagsläget som författare närmast jämföras med John Le Carré och Fredrick Forsyth. Han är en god stilist och kan verkligen trollbinda läsaren” (Mats Garme, Ölandsbladet)

""Imponerande debut"" (Gotlands tidningar)
""Jallai, en svensk Fredric Forsyth men bättre"" (Forum för ekonomi och teknik, Helsingfors)

""Ovanligt spännande spionthriller"" (Kulturmagazinet)","”Jag hoppar av. Du och SSI är ansvariga Jag vet det”, säger Anton Modin, dykare och underrättelseagent, till chefen för Sektionen för särskild inhämtning och slänger sin skriftliga uppsägning på bordet. Han har mist sin hustru och sina två barn vid Estonias förlisning och han ger militära SSI skulde",sv,4.134897360703812,682,Crime,Anton Modin,https://images.nextory.com/9789188307330.jpg?fit=clip&auto=format&w={$width},Anders Jallai,Stefan Sauk,45595 secs,"hls, epub",https://www.nextory.com/se/book/spionen-på-fra-3-0-3156002?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,3156002,11970140,11970080
Jag väljer livet: En sann historia,"Mitt namn är Sabine. Jag brukade bo i en liten stad i Belgien, tills jag försvann en dag efter skolan. Jag var 12 år. Först trodde polisen att jag rymt hemifrån och under en tid hoppades mina föräldrar att de hade rätt. På natten lämnade min mamma ljuset tänt, så att jag skulle känna mig välkommen hem.

Snart fanns efterlysningsaffischer uppsatta överallt. Floden draggades, helikoptrar och skolbarn genomsökte landsbygden, på bilarna satt mitt porträtt under vindrutetorkarna. 500 man och över 100 soldater letade, men utan framgång. Ändå var jag bara en av sex flickor som försvunnit den senaste tiden, offer för ett brott som skulle skaka mitt land likt ett jordskalv och som runt om i världen kallades Dutrouxfallet, eller fallet med Monstret från Belgien.
Jag överlevde trots allt detta, och nu är framtiden min. Och jag har allt hopp om att den ska bli fridfull även om jag aldrig kan glömma det som hänt.","Mitt namn är Sabine. Jag brukade bo i en liten stad i Belgien, tills jag försvann en dag efter skolan. Jag var 12 år. Först trodde polisen att jag rymt hemifrån och under en tid hoppades mina föräldrar att de hade rätt. På natten lämnade min mamma ljuset tänt, så att jag skulle känna mig välkommen h",sv,3.785669191919192,3168,Biographies and reportage,Sanna berättelser,https://images.nextory.com/9789178618200.jpg?fit=clip&auto=format&w={$width},Sabine Dardenne,Callin Öhrvall Delmar,18696 secs,hls,https://www.nextory.com/se/book/jag-väljer-livet-en-sann-historia-2652071?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2652071,10249771,0
"Svenska miljardärer, Gustaf Douglas: Del 1","Del 1 av 11: Gustaf Douglas. I ’Svenska miljardärer’ får du möta elva svenskar som alla byggt en egen förmögenhet om minst en miljard kronor - i flera fall betydligt mer. Men färden dit har sällan varit rak. Vissa har spelat högt genom att låna stora summor och ta svindlande risker. Några har tidvis balanserat på ruinens brant. Deras liv är därför inte bara en berättelse om framgång utan också om prövningar och misslyckanden och - inte minst - om vad som kan åstadkommas genom hårt arbete, envishet och lite tur. Miljardärerna berättar själva om bakgrunden till sina framgångar. Hur tjänade de sina första miljoner? Vilka affärer blev avgörande för det stora steget mot miljarden? Vad har de för råd och tips? Deras historier ger intressanta och underhållande inblickar i en för många okänd värld av pengar och makt.",Del 1 av 11: Gustaf Douglas. I ’Svenska miljardärer’ får du möta elva svenskar som alla byggt en egen förmögenhet om minst en miljard kronor - i flera fall betydligt mer. Men färden dit har sällan varit rak. Vissa har spelat högt genom att låna stora summor och ta svindlande risker. Några har tidvis,sv,3.6842105263157894,95,Biographies and reportage,Svenska miljardärer,https://images.nextory.com/9789174618259.jpg?fit=clip&auto=format&w={$width},Birgitta Forsberg,Torsten Wahlund,4990 secs,hls,https://www.nextory.com/se/book/svenska-miljardärer-gustaf-douglas-del-1-2609191?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2609191,10037898,0
Sanningen om porr: En f.d. porrstjärnas berättelse om sin väg till upprättelse,Som barn utsattes Shelley Lubben för sexuella övergrepp. Känslan av att vara oälskad ledde henne som tonåring in i ett mörkt liv med prostitution och senare porr. Osminkat och med brutal uppriktighet berättar Shelley om åren som prostituerad och livet som upphöjd porrstjärna. Som 26-åring lämnade hon porrindustrin och beskriver sin omtumlande väg till befrielse och upprättelse.,Som barn utsattes Shelley Lubben för sexuella övergrepp. Känslan av att vara oälskad ledde henne som tonåring in i ett mörkt liv med prostitution och senare porr. Osminkat och med brutal uppriktighet berättar Shelley om åren som prostituerad och livet som upphöjd porrstjärna. Som 26-åring lämnade ho,sv,2.8576923076923078,520,Biographies and reportage,Sanna berättelser,https://images.nextory.com/9789179031411.jpg?fit=clip&auto=format&w={$width},Shelley Lubben,Callin Öhrvall Delmar,24823 secs,hls,https://www.nextory.com/se/book/sanningen-om-porr-en-f-d-porrstjärnas-berättelse-om-sin-väg-till-upprättelse-2726553?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2726553,10639214,0
En vacker dag lämnar jag honom,"Att förlora sig själv i en passionerad roman som skildrar en dramatisk kärlekshistoria fylld av åtrå och djup förtvivlan är något alldeles speciellt. När Maria Blomqvist berättar sin personliga historia om destruktiv kärlek och psykiskt våld gör hon det med en gripande röst som fångar läsarens hjärta. Trots att relationen präglas av svårigheter och emotionella berg-och-dalbanor erbjuder denna moderna svenska roman ett kvinnligt perspektiv på beroende och frigörelse.

Boken är inte bara ett relationsdrama utan även en samhällskritisk roman som utforskar komplexiteten i mänskliga relationer. Genom sitt skickliga användande av svensk prosa belyser Blomqvist hur överlevnad i kärlek kan vara både utmanande och befriande. Även om historien ibland känns smärtsam att läsa ger den insikter om personlig utveckling och livsöden.

För den som undrar vad det innebär att leva genom komplicerade känslor av kärlek och våld erbjuder denna bok en djupdykning i psykologin bakom dessa relationer. Hur påverkas vi när vi ständigt balanserar mellan beroende och frihet? Denna fråga utforskas noggrant genom hela berättelsen.

Sammanfattningsvis är detta inte bara en roman om kärlek; det är också ett fängslande relationsdrama där varje sida lockar till vidare läsning tack vare sitt intensiva känslolandskap.",Att förlora sig själv i en passionerad roman som skildrar en dramatisk kärlekshistoria fylld av åtrå och djup förtvivlan är något alldeles speciellt. När Maria Blomqvist berättar sin personliga historia om destruktiv kärlek och psykiskt våld gör hon det med en gripande röst som fångar läsarens hjärt,sv,3.7860696517412937,201,Biographies and reportage,Sanna berättelser,https://images.nextory.com/9789187595370.jpg?fit=clip&auto=format&w={$width},Maria Blomqvist,,0 secs,epub,https://www.nextory.com/se/book/en-vacker-dag-lämnar-jag-honom-2379592?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2379592,0,10026998
"Run the World : My 3,500-Mile Journey Through Running Cultures Around the Globe","From elite marathoner and Olympic hopeful Becky Wade comes the story of her year-long exploration of diverse global running communities from England to Ethiopia—9 countries, 72 host families, and over 3,500 miles of running—investigating unique cultural approaches to the sport and revealing the secrets to the success of runners all over the world.

Fresh off a successful collegiate running career—with multiple NCAA All-American honors and two Olympic Trials qualifying marks to her name—Becky Wade was no stranger to international competition. But after years spent safely sticking to the training methods she knew, Becky was curious about how her counterparts in other countries approached the sport to which she’d dedicated over half of her life. So in 2012, as a recipient of the Watson Fellowship, she packed four pairs of running shoes, cleared her schedule for the year, and took off on a journey to infiltrate diverse running communities around the world. What she encountered far exceeded her expectations and changed her outlook into the sport she loved.

Over the next twelve months—visiting 9 countries with unique and storied running histories, logging over 3,500 miles running over trails, tracks, sidewalks, and dirt roads—Becky explored the varied approaches of runners across the globe. Whether riding shotgun around the streets of London with Olympic champion sprinter Usain Bolt, climbing for an hour at daybreak to the top of Ethiopia’s Mount Entoto just to start her daily run, or getting lost jogging through the bustling streets of Tokyo, Becky’s unexpected adventures, keen insights, and landscape descriptions take the reader into the heartbeat of distance running around the world.

Upon her return to the United States, she incorporated elements of the training styles she’d sampled into her own program, and her competitive career skyrocketed. When she made her marathon debut in 2013, winning the race in a blazing 2:30, she became the third-fastest woman marathoner under the age of 25 in U.S. history, qualifying for the 2016 Olympic Trials and landing a professional sponsorship from Asics.

From the feel-based approach to running that she learned from the Kenyans, to the grueling uphill workouts she adopted from the Swiss, to the injury-recovery methods she learned from the Japanese, Becky shares the secrets to success from runners and coaches around the world. The story of one athlete’s fascinating journey, Run the World is also a call to change the way we approach the world’s most natural and inclusive sport.","From elite marathoner and Olympic hopeful Becky Wade comes the story of her year-long exploration of diverse global running communities from England to Ethiopia—9 countries, 72 host families, and over 3,500 miles of running—investigating unique cultural approaches to the sport and revealing the secr",en,3.888888888888889,9,Biographies and reportage,,https://images.nextory.com/9780062643193.jpg?fit=clip&auto=format&w={$width},Becky Wade,Allyson Ryan,29192 secs,hls,https://www.nextory.com/se/book/run-the-world-my-3-500-mile-journey-through-running-cultures-around-the-globe-2273643?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2273643,10201034,0
