Title,Description,Blurb,Language,Average Rating,Number of Ratings,Category,Series,Image URL,Authors,Narrators,Duration,Format,URL,Book ID,MP3 Identifier,Epub Identifier
Sorgfågel sjunger,"Kriminalinspektör Sonja Ljung får en minst sagt tumultartad första dag på avdelningen för grova brott i Karlskrona. Hon har knappt fått träffa sina nya arbetskamrater när de får in ett larm om en beväpnad man som tagit sig in på Mariaskolan. När polisen anländer på plats är kaoset ett faktum och en kvinnlig lärare hittas död, med flera knivhugg i bröstet.

Inte långt därefter hittas ännu en kvinna mördad. Kroppen påträffas i ett skjul på kvinnans familjegård, med bröstkorgen uppskuren. Där hjärtat suttit finns nu bara en sten. Och när man finner en lapp med ett citat från en känd barnbok ökar oroskänslorna hos polisen.

Sonja börjar ana att morden på de två kvinnorna hänger ihop. När hon gräver vidare hittar hon samma citat hemma hos det första offret, och när en videofilm skickas till polisen befarar de det värsta; det finns en kropp som de ännu inte hittat.

Hundratals mil därifrån möter vi Mona, en kvinna från Iran som flyr mot Sverige för att leta reda på sin älskade pojkvän som har försvunnit. Men vad ingen väntat sig är vad Monas resa ska betyda för utredningen ...

EMMA OLOFSSON är född i Malmö men är numera bosatt i Blekinge. När hon inte skriver eller läser böcker arbetar hon som lärare i svenska. Hon debuterade som författare år 2020, och ""Sorgfågel sjunger"" är hennes första bok om kriminalinspektör Sonja Ljung.",Kriminalinspektör Sonja Ljung får en minst sagt tumultartad första dag på avdelningen för grova brott i Karlskrona. Hon har knappt fått träffa sina nya arbetskamrater när de får in ett larm om en beväpnad man som tagit sig in på Mariaskolan. När polisen anländer på plats är kaoset ett faktum och en,sv,4.028429752066116,6050,Crime,Sonja Ljung,https://images.nextory.com/9788726929935.jpg?fit=clip&auto=format&w={$width},Emma Olofsson,Katarina Ewerlöf,33044 secs,"hls, epub",https://www.nextory.com/se/book/sorgfågel-sjunger-2307215?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2307215,11660176,11656730
Innan molnen kommer,"En helt ny serie av deckardrottningen Mari Jungstedt!

En kontroversiell spansk åklagare, gift med en svenska, hittas mördad i en ravin i bergsbyn Ronda, ovanför Marbella på den spanska solkusten.

Lärarinnan Lisa Hagel, som just har flyttat till Spanien från Stockholm, dras in i utredningen. Lisa dumpades plötsligt av sin man efter trettio års äktenskap och har köpt ett hus i en liten bergsby för att försöka börja om.

På en flamencokurs träffar hon polisen och änkemannen Hector Correa som även han har ett sårigt förflutet. Tillsammans börjar de nysta i det mystiska mordet på åklagaren.

Snart inträffar ännu ett mord, och spåren leder dem ända tillbaka till general Franco och Spaniens blodiga historia.","En helt ny serie av deckardrottningen Mari Jungstedt! En kontroversiell spansk åklagare, gift med en svenska, hittas mördad i en ravin i bergsbyn Ronda, ovanför Marbella på den spanska solkusten. Lärarinnan Lisa Hagel, som just har flyttat till Spanien från Stockholm, dras in i utredningen. Lisa d",sv,3.9391947411668036,8519,Crime,Málagasviten,https://images.nextory.com/9789100184230.jpg?fit=clip&auto=format&w={$width},Mari Jungstedt,Katarina Ewerlöf,28543 secs,"hls, epub",https://www.nextory.com/se/book/innan-molnen-kommer-2048252?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2048252,10584126,10589159
Fallet Eerika – barnamordet som skakade en hel nation,"Eerika växer upp hos sin mamma, som i perioder dricker alldeles för mycket. En kväll går festandet för långt och flickan blir akut placerad hos sin biologiska pappa och hans nya fru. Men hennes situation bli inte bättre, tvärtom dröjer det inte länge förrän den glada och sociala tjejen blivit tillbakadragen och tyst. När folk i omgivningen frågar hur hon har det hemma svarar hon bara ""Det är hemligt"". Och trots att socialtjänsten får in anmälningar väljer man att inte göra något.

Ett år senare finns Eerika inte längre i livet. Åtta år gammal har hon blivit mördad av sin pappa och styvmamma, inlindad i en presenning och lämnad att dö. Utredningen visar att hon under en längre tid utsatts för systematisk misshandel.

Boken om Eerika berättar i detalj, på ett skönlitterärt sätt, om mordet på en åttaårig flicka i Helsingfors 2012 som upprörde hela Finland. Skildringarna bygger på journaler, domslut och intervjuer med myndigheter och Eerikas närmaste anhöriga.

Vera Miettinen är journalist, och inriktad på brott och juridiska frågor. Fallet med den mördade flickan Eerika engagerade henne djupt och hon beslöt sig därför för att skriva en bok om det.","Eerika växer upp hos sin mamma, som i perioder dricker alldeles för mycket. En kväll går festandet för långt och flickan blir akut placerad hos sin biologiska pappa och hans nya fru. Men hennes situation bli inte bättre, tvärtom dröjer det inte länge förrän den glada och sociala tjejen blivit tillba",sv,4.238681102362205,2032,Biographies and reportage,,https://images.nextory.com/9788702386028.jpg?fit=clip&auto=format&w={$width},Vera Miettinen,Callin Öhrvall Delmar,25708 secs,"hls, epub",https://www.nextory.com/se/book/fallet-eerika-barnamordet-som-skakade-en-hel-nation-2372459?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2372459,11799583,11799582
The House of My Mother : A Daughter's Quest for Freedom,"INSTANT #1 NEW YORK TIMES BESTSELLER

“Heart-wrenchingly personal…dizzying.” —Rolling Stone

From eldest daughter Shari Franke, the shocking true story behind the viral 8 Passengers family vlog and the hidden abuse she suffered at the hands of her mother, and how, in the face of unimaginable pain, she found freedom and healing.

Shari Franke’s childhood was a constant battle for survival. Her mother, Ruby Franke, enforced a severe moral code while maintaining a façade of a picture-perfect family for their wildly popular YouTube channel 8 Passengers, which documented the day-to-day life of raising six children for a staggering 2.5 million subscribers. But a darker truth lurked beneath the surface—Ruby’s wholesome online persona masked a more tyrannical parenting style than anyone could have imagined.

As the family’s YouTube notoriety grew, so too did Ruby’s delusions of righteousness. Fueled by the sadistic influence of relationship coach Jodi Hildebrandt, together they implemented an inhumane and merciless disciplinary regime.

Ruby and Jodi were arrested in Utah in 2023 on multiple charges of aggravated child abuse. On that fateful day, Shari shared a photo online of a police car outside their home. Her caption had one word: “Finally.”

For the first time, Shari will reveal the disturbing truth behind 8 Passengers and her family’s devastating involvement with Jodi Hildebrandt’s cultish life coaching program, “ConneXions.” No stone is left unturned as Shari exposes the perils of influencer culture and shares for the first time her battle for truth and survival in the face of her mother’s cruelty.","INSTANT #1 NEW YORK TIMES BESTSELLER “Heart-wrenchingly personal…dizzying.” —Rolling Stone From eldest daughter Shari Franke, the shocking true story behind the viral 8 Passengers family vlog and the hidden abuse she suffered at the hands of her mother, and how, in the face of unimaginable pain, s",en,4.648648648648648,148,Biographies and reportage,,https://images.nextory.com/9781668112373.jpg?fit=clip&auto=format&w={$width},Shari Franke,Shari Franke,25748 secs,"hls, epub",https://www.nextory.com/se/book/the-house-of-my-mother-a-daughter-s-quest-for-freedom-4370472?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,4370472,12717232,12623938
Det du inte såg,"Patrik Sjöberg är en av Sveriges mest kända och framgångsrika idrottsmän genom tiderna. Men bakom den hårda fasaden vilar ett mörker. Först nu är Patrik redo att dela med sig.

1987 hoppade höjdhopparen Patrik Sjöberg 2,42 på DN-galan i Stockholm. Detta gjorde honom till innehavare av världsrekordet i höjdhopp. Fortfarande är Sjöberg världens näst bäste höjdhoppare genom tiderna, endast slagen av Javier Sotomayor.

Men vem är egentligen Patrik Sjöberg? Många av oss minns en överlägsen idrottsman, kaxigt rökande en cigarett mellan hoppen. En man vi, då och nu, känner som bufflig, frispråkig och rakt på sak. En idrottsvärldens rockstjärna. Men hur kom han dit?

I denna nya memoar berättar Patrik Sjöberg för första gången sin historia, ärligt, rakt och öppenhjärtigt. Och det visar sig att den innehåller mer än vad någon av oss kunnat ana.","Patrik Sjöberg är en av Sveriges mest kända och framgångsrika idrottsmän genom tiderna. Men bakom den hårda fasaden vilar ett mörker. Först nu är Patrik redo att dela med sig. 1987 hoppade höjdhopparen Patrik Sjöberg 2,42 på DN-galan i Stockholm. Detta gjorde honom till innehavare av världsrekordet",sv,4.219512195121951,410,Biographies and reportage,,https://images.nextory.com/9789113039039.jpg?fit=clip&auto=format&w={$width},"Patrik Sjöberg, Markus Lutteman",,49683 secs,hls,https://www.nextory.com/se/book/det-du-inte-såg-2606243?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2606243,10030351,0
För ditt eget bästa,"En bok om psykopati, skriven av Anna Carsall och Pia Johansson, som belyser de mörka aspekterna av ett psykopatförhållande. När du läser denna självbiografi om trauma får du en djupare förståelse för våld i nära relationer och emotionellt våld. Författarna delar med sig av sina egna erfarenheter från destruktiva förhållanden där narcissistiska partners utövat både psykisk misshandel och sexuella övergrepp.

Boken beskriver hur emotionell manipulation kan leda till personligt trauma och kvinnomisshandel. Genom att följa deras berättelser om överlevnad från psykiskt våld lär vi oss hur man kan bryta sig fri från en dysfunktionell relation. Denna memoar är inte bara en skildring av svartsjuka partners och våldsamma relationer, utan också en vägledning till personlig återhämtning.

Hur påverkar dessa upplevelser ens liv? Vad krävs för att återfå sin styrka efter sådana prövningar? Boken ger insikt i den långa vägen tillbaka till livet efter att ha varit utsatt för emotionellt missbruk. Läsaren uppmanas att reflektera över vikten av personlig helning, även när det känns svårt.

Trots de tunga ämnena erbjuder boken hopp genom kvinnors berättelser om återhämtning från övergrepp i hemmet. Det är en kraftfull påminnelse om modet som krävs för att lämna ett våldsamt förhållande och hitta sin egen väg mot helande.

Läs denna inspirerande bok om misshandel, som visar hur man kan resa sig ur askan trots alla hinder på vägen mot frihetens ljus.","En bok om psykopati, skriven av Anna Carsall och Pia Johansson, som belyser de mörka aspekterna av ett psykopatförhållande. När du läser denna självbiografi om trauma får du en djupare förståelse för våld i nära relationer och emotionellt våld. Författarna delar med sig av sina egna erfarenheter frå",sv,4.201273885350319,6280,Biographies and reportage,,https://images.nextory.com/9789188867483.jpg?fit=clip&auto=format&w={$width},"Anna Carsall, Pia Johansson",Charlotta Jonsson,49322 secs,"hls, epub",https://www.nextory.com/se/book/för-ditt-eget-bästa-2215406?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2215406,10491989,10491990
Allan Edwall: En biografi,"När Allan Edwall hade gjort ""Hemsöborna"" och ""Emil i Lönneberga"" överöstes han av reklam- och filmerbjudanden. Senare, när vännen och kollegan Max von Sydow spelade nazist med skånsk brytning i Hollywood och tjänade miljoner, kokade Allan Edwall kaffe till publiken på Teater Brunnsgatan Fyra.

Den här biografin är en skildring av svensk teater- och filmhistoria och ett porträtt av en stridbar skådespelare som inte tummade på sina ideal.","När Allan Edwall hade gjort ""Hemsöborna"" och ""Emil i Lönneberga"" överöstes han av reklam- och filmerbjudanden. Senare, när vännen och kollegan Max von Sydow spelade nazist med skånsk brytning i Hollywood och tjänade miljoner, kokade Allan Edwall kaffe till publiken på Teater Brunnsgatan Fyra. Den h",sv,3.3333333333333335,21,Biographies and reportage,,https://images.nextory.com/9789180199681.jpg?fit=clip&auto=format&w={$width},Johan Erlandsson,Thomas Hanzon,25489 secs,hls,https://www.nextory.com/se/book/allan-edwall-en-biografi-2919012?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2919012,11697764,0
Utsatt: En sann historia,"Ammi hade allt. Ett fast arbete, radhus och ett fritidshus med stora grönområden. Hon var vacker, intelligent, hade lätt att få kontakt med människor och var omtyckt. Dessutom var hon handlingskraftig och lite av en rebell som inte tyckte om orättvisor. Efter ett förhållande med en polis som var en klassisk kvinnomisshandlare sökte hon frihet. Sökandet förde henne till Försvaret där hon ville försvara Sveriges frihet - ett engagemang som skulle sluta i tragedi. Ammi blev utnyttjad och lämnad åt sitt öde. Hon förlorade sin status och sig själv.","Ammi hade allt. Ett fast arbete, radhus och ett fritidshus med stora grönområden. Hon var vacker, intelligent, hade lätt att få kontakt med människor och var omtyckt. Dessutom var hon handlingskraftig och lite av en rebell som inte tyckte om orättvisor. Efter ett förhållande med en polis som var en",sv,3.3,80,Biographies and reportage,,https://images.nextory.com/9789180199919.jpg?fit=clip&auto=format&w={$width},Ammi Lundholm,Callin Öhrvall Delmar,27739 secs,hls,https://www.nextory.com/se/book/utsatt-en-sann-historia-2544387?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2544387,11702304,0
Händelserna på hästgården : familjens berättelse,"De sexuella övergrepp på ridskoleelever som ägde rum på en hästgård strax utanför Stockholm på 80- och 90-talen har tidigare rönt stor uppmärksamhet i media. Nu kommer familjens egen berättelse Händelserna på hästgården som handlar om vad som pågick bakom kulisserna och om den psykiska och fysiska terror som familjen levde med. Anna Bohlin, som har skrivit boken tillsammans med journalisten Ulrika Fåhraeus, var bara 14 år när hon själv föll offer för mannen som lovade att göra henne till stjärnryttare. Det hände aldrig, istället fick de fyra barn tillsammans.

Händelserna på hästgården är en sann berättelse om medberoende, om gränslös kärlek till hästar, om att bli berövad sin tonårstid och att många år senare inse att man inte varit den mamma ens barn behövt.",De sexuella övergrepp på ridskoleelever som ägde rum på en hästgård strax utanför Stockholm på 80- och 90-talen har tidigare rönt stor uppmärksamhet i media. Nu kommer familjens egen berättelse Händelserna på hästgården som handlar om vad som pågick bakom kulisserna och om den psykiska och fysiska t,sv,4.333619358160289,5827,Biographies and reportage,,https://images.nextory.com/9789137159997.jpg?fit=clip&auto=format&w={$width},"Anna Bohlin, Ulrika Fåhraeus",Charlotta Jonsson,41723 secs,"hls, epub",https://www.nextory.com/se/book/händelserna-på-hästgården-familjens-berättelse-2037555?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2037555,10976288,10968078
Spaningsledaren i Rinkeby : Min kamp mot gängvåldet,"""Lindström har med sin gedigna 30-åriga erfarenhet som polis i Järva mycket att säga om både brottsutvecklingen och polisens förutsättningar att arbeta framgångsrikt för att lagföra de kriminella. Matchningen med Sjöshult, med sina 30 år av kriminaljournalistisk bevakning, och som under de senaste åren särskilt bevakat gängens utveckling i Sverige, är mycket lyckad. Resultatet har blivit en rakt berättad, framåtdriven inblick i livet som polis med förstahandsperspektiv på de senaste årens största politiska och samhälleliga utmaning. Det är oavbrutet spännande att ta del av Lindströms långsträckta arbete med de olika gäng vi vant oss vid att se svarta rubriker om.""

ur recension Expressen

""Något säger mig att denna bok kommer att läsas med stort intresse av både poliser och interner på olika anstalter. För de med intresse av polisarbete, sociala frågor och nutidshistoria är Spaningsledaren i Rinkeby i högsta grad intressant. Helhetsbetyg: 4.""

ur recension BTJ 12/2024

""För dem som vill söka förstå den större bilden av svensk gängkriminalitet är boken en oumbärlig pusselbit, och ett komplement till mycket av det som redan skrivits. Den bidrar med ett polisiärt perspektiv som hittills mest har skymtats i passager i andra böcker. Boken lutar sig mot ett digert källmaterial av förundersökningar och domar, där läsaren får en unik insyn i svenskt polisarbete. Men det är genom Mats Lindströms röst som närheten till ämnet uppstår. Vi tas med under spaningsarbeten och får följa med i möten med tungt kriminella aktörer. Det ges också utrymme till delar som kanske inte fått samma uppmärksamhet tidigare, som vikten av att hänga med i de många kodord och nya uttryck som kriminella använder. På detaljnivå är det också spännande att få veta just hur kaosartat en spaningsledares kontor kan te sig.""

ur recension Socionomen

Mats Lindström är spaningsledaren i Rinkeby som försökt stoppa gäng som Dödspatrullen, Shottaz, Headshotligan, Husbys hyenor och Lejonen. Han har mött över trettio unga män som dödats och sannolikt träffat fler mördare än någon annan svensk polis. Tidigt larmade han om de barnsoldater som nu drömmer om ”auran” av att vara en mördare i gängkrigen. Det här är spaningsledarens berättelse inifrån tidigare hemliga polisoperationer, om barnen som han försökt rädda och sina speciella relationer till tungt gängkriminella som han blivit ”Mats” med. År efter år har han stannat kvar i Stockholms västra förorter för att vinna i spaningsoperationer med extrema insatser – där misstag kan kosta människoliv.","""Lindström har med sin gedigna 30-åriga erfarenhet som polis i Järva mycket att säga om både brottsutvecklingen och polisens förutsättningar att arbeta framgångsrikt för att lagföra de kriminella. Matchningen med Sjöshult, med sina 30 år av kriminaljournalistisk bevakning, och som under de senaste å",sv,4.359223300970874,515,Biographies and reportage,,https://images.nextory.com/9789137160306.jpg?fit=clip&auto=format&w={$width},"Mats Lindström, Fredrik Sjöshult",Mats Lindström,36987 secs,"hls, epub",https://www.nextory.com/se/book/spaningsledaren-i-rinkeby-min-kamp-mot-gängvåldet-3691019?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,3691019,12517478,12246474
Hagen-fallet : oskyldigt anklagad eller kallblodig mördare?,"Tom Hagen är affärsman och miljardär, en av Norges rikaste personer.

Den 31 oktober 2018 försvinner hans fru Anne-Elisabeth spårlöst från hemmet. Tom Hagen får ett hotbrev med krav på en lösensumma på nio miljoner euro i kryptovaluta, och polisen inleder en utredning i hemlighet. Men vad som först ser ut som en kidnappning kommer snart att betraktas som ett mord. Huvudmisstänkt: Tom Hagen själv.

Försvinnandet av Anne-Elisabeth Hagen är ett av Norges mest omtalade kriminalfall någonsin. Fallet är fortfarande inte löst, ingen kropp har hittats, trots en massiv polisutredning. Om Tom Hagen är skyldig, är han en kallblodig mördare som fört alla bakom ljuset. Om han är oskyldig, har han inte bara förlorat sin hustru, utan också blivit orättfärdigt uthängd som mördare.

Kriminalreportrarna Magnus Braaten och Kenneth Fossheim har följt fallet på nära håll och fått tillgång till hittills okända dokument och förhör. I Hagen-fallet berättar de hela historien. Vem är egentligen Tom Hagen? Vilka fiender har han? Hur var relationen till hustrun? Vilka metoder använder Oslopolisen för att lösa fallet, och varför har de fortfarande inte lyckats?","Tom Hagen är affärsman och miljardär, en av Norges rikaste personer. Den 31 oktober 2018 försvinner hans fru Anne-Elisabeth spårlöst från hemmet. Tom Hagen får ett hotbrev med krav på en lösensumma på nio miljoner euro i kryptovaluta, och polisen inleder en utredning i hemlighet. Men vad som först",sv,3.7258771929824563,456,Biographies and reportage,,https://images.nextory.com/9789113117300.jpg?fit=clip&auto=format&w={$width},"Magnus Braaten, Kenneth Fossheim",Per Runhammar,33119 secs,"hls, epub",https://www.nextory.com/se/book/hagen-fallet-oskyldigt-anklagad-eller-kallblodig-mördare--2791911?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2791911,11020301,11033256
Konsten att fejka arabiska : en berättelse om autism,"”En del av mig dog. En annan del började äntligen, äntligen leva.” I 32 år lever Lina Liman med autism utan att veta om det. Men att något är fel vet hon. Hon lär sig att fejka för att passa in, spela vanlig, ända tills det inte går längre. Konsten att fejka arabiska är en berättelse om vanmakt och utanförskap, men också om hur Lina till sist hittade förklaringen som fick allt att falla på plats, och om hur en diagnos kan förändra livet i grunden.","”En del av mig dog. En annan del började äntligen, äntligen leva.” I 32 år lever Lina Liman med autism utan att veta om det. Men att något är fel vet hon. Hon lär sig att fejka för att passa in, spela vanlig, ända tills det inte går längre. Konsten att fejka arabiska är en berättelse om vanmakt och",sv,4.439130434782609,1150,Biographies and reportage,,https://images.nextory.com/9789176516119.jpg?fit=clip&auto=format&w={$width},Lina Liman,Moa Gammel,41375 secs,"hls, epub",https://www.nextory.com/se/book/konsten-att-fejka-arabiska-en-berättelse-om-autism-2045386?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2045386,10039334,10039057
Dubbelmordet i Vallentuna,"Den 11 januari 2020 börjar som en helt vanlig lördagsmorgon i huset utanför Vallentuna. De boende, ett par i övre medelåldern, har precis gått upp - helt ovetande om att två rånare väntar i skydd av skogen, redo att slå till. Så ringer det på dörren. Några timmar senare är mannen och kvinnan i paret döda.

Polisen lyckas snart säkra spår efter de misstänkta, som bland annat fört över pengar till ett eget konto och lämnat andra tydliga avtryck. Fram växer en bild av en märklig relation mellan de två misstänkta mördarna, där den ene har byggt upp en märklig fantasivärld för att manipulera sin kamrat till brott. Det är inte enda inslaget av osanning i detta mordfall som präglas av lögn, svek och vikten av att ta makten över berättelsen. Inte minst måste rättsväsendet hantera risken att två gärningspersoner skyller på varandra och på så sätt lyckas gå fria.

Dubbelmordet i Vallentuna rönte stor medieuppmärksamhet för gärningsmännens chockerande brutalitet, deras hånfulla sätt att tala om brottsoffren och deras till synes obekymrade uppträdande efter morden. Men även de sällsynt många spår som förövarna lämnade efter sig har väckt förundran. Thomas Bodström, brottmålsadvokat, och Lars Olof Lampers, journalist, skildrar i denna bok hela fallet, med initierade kommentarer om arbetet hos polis och rättsväsende.","Den 11 januari 2020 börjar som en helt vanlig lördagsmorgon i huset utanför Vallentuna. De boende, ett par i övre medelåldern, har precis gått upp - helt ovetande om att två rånare väntar i skydd av skogen, redo att slå till. Så ringer det på dörren. Några timmar senare är mannen och kvinnan i paret",sv,3.888888888888889,63,Biographies and reportage,Svenska brott,https://images.nextory.com/9789113128573.jpg?fit=clip&auto=format&w={$width},"Thomas Bodström, Lars Olof Lampers",Magnus Roosmann,30883 secs,"hls, epub",https://www.nextory.com/se/book/dubbelmordet-i-vallentuna-3898423?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,3898423,12501798,12501783
Överlevarna : tre unga mödrar och deras otroliga historia om mod och överlevnad,"När de tre kvinnorna kom till Auschwitz var de alla gravida. Fortfarande omedvetna om varandras existens förflyttades de så småningom i krigets slutskede till det österrikiska förintelselägret Mauthausen. En resa som tog 17 dagar.

En av kvinnorna födde sitt barn strax före resan, den andra födde under resan och den tredje födde precis när hon nått Mauthausens grindar. Tack vare sina medfångar och vänliga människor i byarna och städerna de passerat på vägen dit och trots extrem undernäring hade kvinnorna mirakulöst klarat sig. Och det mest fantastiska av allt: deras barn överlevde.

Tre av barnen deltog i ceremonin som högtidlighöll den 65-åriga minnesdagen av befrielsen i Mauthausen. Utan att veta om det bar de på samma historia och det är här de träffas för första gången. Överlevarna är en berättelse om ofattbar grymhet, men också om mod, kärlek och medmänsklighet.","När de tre kvinnorna kom till Auschwitz var de alla gravida. Fortfarande omedvetna om varandras existens förflyttades de så småningom i krigets slutskede till det österrikiska förintelselägret Mauthausen. En resa som tog 17 dagar. En av kvinnorna födde sitt barn strax före resan, den andra födde un",sv,4.287206266318538,383,Biographies and reportage,,https://images.nextory.com/9789176796320.jpg?fit=clip&auto=format&w={$width},Wendy Holden,Emilie Strandberg,44959 secs,hls,https://www.nextory.com/se/book/överlevarna-tre-unga-mödrar-och-deras-otroliga-historia-om-mod-och-överlevnad-2732177?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2732177,10666106,0
Den vita massajen,"En ung, framgångsrik schweizisk affärskvinna reser med sin fästman på solsemester till Kenya. Fullkomligt oväntat drabbas hon av den stora passionen, hon förälskar sig i en vacker massajkrigare. Utan att själv förstå vad det är som händer känner Corinne att det är här hon hör hemma: i Kenya och med Lketinga. Osentimentalt och utlämnande berättar hon om en tillvaro som pendlar mellan himmel och helvete, mellan fysiska umbäranden och erotisk besatthet, och om hur hon med sin dotter till slut tvingas lämna det Afrika hon lärt sig älska.","En ung, framgångsrik schweizisk affärskvinna reser med sin fästman på solsemester till Kenya. Fullkomligt oväntat drabbas hon av den stora passionen, hon förälskar sig i en vacker massajkrigare. Utan att själv förstå vad det är som händer känner Corinne att det är här hon hör hemma: i Kenya och med",sv,4.166666666666667,552,Biographies and reportage,Den vita massajen,https://images.nextory.com/9789179031176.jpg?fit=clip&auto=format&w={$width},Corinne Hofmann,Charlotta Jonsson,57602 secs,"hls, epub",https://www.nextory.com/se/book/den-vita-massajen-2723627?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2723627,10622686,10644577
Med skärvor bygger jag mitt liv,"En trebarnsmor dör. Yngsta barnet, en sex månader gammal flicka, omhändertas av en ny familj. Hur reagerar ett barn på en tidig livsviktig förlust, utan medvetna minnesbilder av händelsen? Hur påverkas uppväxt och vuxenliv? Hur knyts banden samman med de nya föräldrarna? Vem är den ”riktiga” mamman och den ”riktige” pappan?","En trebarnsmor dör. Yngsta barnet, en sex månader gammal flicka, omhändertas av en ny familj. Hur reagerar ett barn på en tidig livsviktig förlust, utan medvetna minnesbilder av händelsen? Hur påverkas uppväxt och vuxenliv? Hur knyts banden samman med de nya föräldrarna? Vem är den ”riktiga” mamman",sv,2.5,4,Biographies and reportage,,https://images.nextory.com/9789189710696.jpg?fit=clip&auto=format&w={$width},Sara Halvarsson,Karin Härjegård,23179 secs,"hls, epub",https://www.nextory.com/se/book/med-skärvor-bygger-jag-mitt-liv-3133147?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,3133147,12531459,11958593
The Big Boss : Så tog Stefan Persson H&M ut i världen och blev Sveriges rikaste person,"Stefan Persson är en av världens rikaste människor. Han har satt sin prägel på hela modeindustrin. Han kan påverka politiska beslut. Han styr ännu företaget bakom kulisserna. Och han vill fortsätta vara hemlig.

Många har frågat sig hur ett företag från lilla Västerås kunde bli ett fenomen i hela modevärlden. Så hur gick det till när H&M genom en gigantisk reklambudget och supermodeller, världsartister och stjärndesigners lyckades bli ett av världens starkaste varumärken och själva sinnebilden för fast fashion? Vilka var det som skapade succén?

Som med varje framgångssaga så finns också kritiska röster. Det handlar om anklagelser om sexistisk reklam och utnyttjande av unga underbetalda sömmerskor. Det handlar om en företagskultur som i vissa avseenden anklagats för att vara rent sekteristisk. Det handlar om en ägarfamilj som prioriterar höga vinstutdelningar till aktieägarna framför välgörenhet.

Mannen som gång på gång övertrumfar kritikerna heter Stefan Persson. Han som med viss tvekan axlade ledarrollen. Med unika vittnesmål från anställda och interna dokument får vi här en tydligare bild av hur det gick till när han skapade ett av Sveriges största företag genom tiderna och hur han ska ta H&M in i framtiden.",Stefan Persson är en av världens rikaste människor. Han har satt sin prägel på hela modeindustrin. Han kan påverka politiska beslut. Han styr ännu företaget bakom kulisserna. Och han vill fortsätta vara hemlig. Många har frågat sig hur ett företag från lilla Västerås kunde bli ett fenomen i hela mo,sv,3.4947368421052634,95,Biographies and reportage,,https://images.nextory.com/9789113095004.jpg?fit=clip&auto=format&w={$width},"Jonas Alsgren, Erik Palm",Per Juhlin,38480 secs,"hls, epub",https://www.nextory.com/se/book/the-big-boss-så-tog-stefan-persson-h-m-ut-i-världen-och-blev-sveriges-rikaste-person-2707704?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2707704,10548202,10468437
